Anno;Codice Regione;Descrizione Regione;Codice ASL territoriale;Denominazione ASL territoriale;Codice Azienda;Codice struttura;Denominazione struttura;Partita IVA;Indirizzo;CAP;Comune;Sigla provincia;Codice Comune;Telefono;Sito web;E-mail;Codice Tipo struttura;Descrizione tipo struttura;Giorno apertura;Mese apertura;Anno apertura;Subcodice struttura interna;Denominazione struttura interna;Partita IVA struttura interna;Indirizzo struttura interna;CAP struttura interna;Comune struttura interna;Sigla provincia struttura interna;Codice Comune struttura interna;Telefono struttura interna;Sito web struttura interna;E-mail struttura interna;Giorno apertura struttura interna;Mese apertura struttura interna;Anno apertura struttura interna
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;725;030907;OSPEDALE C. POMA - MANTOVA ;02481840201;STRADA LAGO PAIOLO 10 ;46100;MANTOVA;MN;020030;03762011;WWW.ASST-MANTOVA.IT;DIREZIONESANITARIA.MANTOVA@ASST-MANTOVA.IT;1;Ospedale a gestione diretta;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;327;030217;CASA DI CURA ANCELLE DELLA CARITA'-CR ;03372480982;VIA ASELLI, 14;26100;CREMONA;CR;019036;0372535711;WWW.ANCELLE.IT;INFO@ANCELLE.IT;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;327;030218;CASA DI CURA S. CAMILLO - CREMONA;06532810964;VIA MANTOVA, 113;26100;CREMONA;CR;019036;0372567111;WWW.CASADICURASANCAMILLO.IT;INFO@CASADICURASANCAMILLO.IT;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;327;030219;CASA DI CURA FIGLIE DI S.CAMILLO-CR;01588540581;VIA F. FILZI 56;26100;CREMONA;CR;019036;0372421111;WWW.FIGLIEDISANCAMILLO.IT;INFO@FIGLIEDISANCAMILLO.IT;5.1;Casa di cura privata accreditata;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;327;030259;CASA DI CURA S. CLEMENTE - MANTOVA ;03372480982;V.LE POMPILIO 65;46100;MANTOVA;MN;020030;03762071;WWW.CASADICURASANCLEMENTE.IT;SANCLEMENTE@ANCELLE.IT;5.1;Casa di cura privata accreditata;01;02;1994;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;327;030353;OSPEDALE CIVILE DI VOLTA MANTOVANA ;02069430201;VIA TONELLO, 5;46049;VOLTA MANTOVANA;MN;020070;037683901 ;;DIREZIONE@OSPEDALEVOLTAMANTOVANA.IT;5.1;Casa di cura privata accreditata;01;06;2004;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;327;030355;OSPEDALE DI SUZZARA S.P.A. ;04482440965;VIA G. CANTORE, 14/B;46029;SUZZARA;MN;020065;03765171;WWW.OSPEDALEDISUZZARA.IT;SEGRETERIA@OSPEDALEDISUZZARA.IT;5.1;Casa di cura privata accreditata;01;11;2004;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;327;030357;OSP. SAN PELLEGRINO - CASTIGLIONE D/S ;02084110200;VIA GARIBALDI, 65 ;46043;CASTIGLIONE DELLE STIVIERE ;MN;020017;0376635301;;DIREZIONE@OSPEDALECASTIGLIONE.IT;5.1;Casa di cura privata accreditata;01;01;2005;;;;;;;;;;;;;;
2023;030;LOMBARDIA;327;ATS DELLA VAL PADANA;933;030933;IRCCS CENTRO MEDICO DI CASTEL GOFFREDO;02631650187;VIA OSPEDALE, 36;46042;CASTEL GOFFREDO;MN;020015;037677471 ;WWW.ICSMAUGERI.IT;DIREZIONE.CASTELGOFFREDO@ICSMAUGERI.IT;3.2;IRCCS privato;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030190;OSPEDALE CARLO MIRA-CASORATE PRIMO ;02613080189;LARGO AVIS;27022;CASORATE PRIMO;PV;018034;02900401;WWW.ASST-PAVIA.IT;DIREZIONE_MEDICA_LOMELLINA@ASST-PAVIA.IT;1;Ospedale a gestione diretta;01;04;1981;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030191;OSPEDALE S.MARTINO - MEDE;02613080189;VIALE DEI MILLE 23;27035;MEDE ;PV;018088;03848081;WWW.ASST-PAVIA.IT;DIREZIONE_MEDICA_LOMELLINA@ASST-PAVIA.IT;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030192;OSPEDALE SS.ANNUNZIATA - VARZI ;02613080189;VIA REPETTI2;27057;VARZI;PV;018171;03835471;WWW.ASST-PAVIA.IT;DIREZIONE_MEDICA_OLTREPO@ASST-PAVIA.IT;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030193;OSPEDALE CIVILE - VIGEVANO ;02613080189;CORSO MILANO 19;27029;VIGEVANO ;PV;018177;03813331;WWW.ASST-PAVIA.IT;DIREZIONE_MEDICA_LOMELLINA@ASST-PAVIA.IT;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030194;OSPEDALE CIVILE - VOGHERA;02613080189;VIA VOLTURNO 14;27058;VOGHERA;PV;018182;03836951;WWW.ASST-PAVIA.IT;DIREZIONE_MEDICA_OLTREPO@ASST-PAVIA.IT;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030203;OSPEDALE ASILO VITTORIA - MORTARA;02613080189;STRADA PAVESE 1013;27036;MORTARA;PV;018102;03842041;WWW.ASST-PAVIA.IT;DIREZIONE_MEDICA_LOMELLINA@ASST-PAVIA.IT;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030383;NUOVO OSPEDALE DI BRONI E STRADELLA;02613080189;VIA ACHILLI 3 ;27049;STRADELLA;PV;018153;0385582000;WWW.ASST-PAVIA.IT;DIREZIONE_MEDICA_BRONI_STRADELLA@ASST-PAVIA.IT;1;Ospedale a gestione diretta;01;01;2009;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;727;030727;ASST DI PAVIA ;02613080189;VIALE REPUBBLICA N. 34;27100;PAVIA;PV;018110;0382530589;WWW.ASST-PAVIA.IT;DIREZIONE_GENERALE@ASST-PAVIA.IT;0;Azienda Ospedaliera;01;01;2016;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;328;030197;CASA DI CURA VILLA ESPERIA ;04927230153;V.LE DEI SALICI, 35 ;27052;GODIASCO ;PV;018073;0383945211;WWW.VILLAESPERIA.IT;UFFICIO.PROTOCOLLO@VILLAESPERIA.IT;5.1;Casa di cura privata accreditata;01;01;1988;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;328;030198;ISTITUTO CLINICO BEATO MATTEO;00182770180;C.SO PAVIA 84 ;27029;VIGEVANO ;PV;018177;03813011;WWW.BEATOMATTEO.GSD.IT;INFO.ICBM@GRUPPOSANDONATO.IT;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;328;030201;CASA DI CURA CITTADELLA SOCIALE;00420630188;VIA AVANZA 8;27037;PIEVE DEL CAIRO;PV;018113;0384831811;WWW.CITTADELLASOCIALE.IT;CASADICURA@CITTADELLASOCIALE.IT;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;328;030202;IST.DI CURA CITTA'DI PAVIA ;00182770180;VIALE PARCO VECCHIO27;27100;PAVIA;PV;018110;0382433611;WWW.GRUPPOSANDONATO.IT;DIRGEN.ICCP@GRUPPOSANDONATO.IT;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;939;030939;FOND.IST.NEUROL.C.MONDINO-PAVIA;00396070187;VIA MONDINO,2 ;27100;PAVIA;PV;018110;03823801;WWW.MONDINO.IT;MARIA.LOMBARDI@MONDINO.IT;3.2;IRCCS privato;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;938;030938;IRCCS CENTRO MEDICO DI PAVIA;02631650187;VIA SALVATORE MAUGERI, 10/10A;27100;PAVIA;PV;018110;03825921;WWW.FSM.IT;DIREZIONE@FSM.IT;3.2;IRCCS privato;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;940;030940;IRCCS CENTRO MEDICO MONTESCANO ;02631650187;VIA PER MONTESCANO31;27040;MONTESCANO;PV;018097;03852471;WWW.ICSMAUGERI.IT;DIREZIONE.MONTESCANO@ICSMAUGERI.IT;3.2;IRCCS privato;01;01;1995;;;;;;;;;;;;;;
2023;030;LOMBARDIA;328;ATS DI PAVIA;924;030924;POLICLINICO S. MATTEO - PAVIA;00580590180;VIALE GOLGI, 19;27100;PAVIA;PV;018110;03825011;WWW.SANMATTEO.ORG;DIREZIONE.GENERALE@SMATTEO.PV.IT;3.3;IRCCS fondazione;01;01;1995;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041001;OSPEDALE CENTRALE DI BOLZANO;00773750211;VIA L. BOEHLER, 5;39100;BOLZANO;BZ;021008;0471908504;www.asdaa.it;dirmed.bz@sabes.it;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041002;OSPEDALE AZIENDALE DI MERANO;00773750211;via Rossini, 5;39012;MERANO ;BZ;021051;0473263333;http://www.asdaa.it/it/osp-merano.asp;dir.me@sabes.it;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041004;OSPEDALE AZIENDALE DI BRESSANONE;00773750211;Via Dante 51;39042;BRESSANONE;BZ;021011;0472812065;;rburger@sb-brixen.it;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041005;OSPEDALE AZIENDALE DI BRUNICO;00773750211;Via Ospedale 11;39031;BRUNICO;BZ;021013;0474581111;www.sabes.it;sandir.bk@sabes.it;1;Ospedale a gestione diretta;01;01;1998;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041006;OSPEDALE DI BASE DI VIPITENO;00773750211;Via S.Margherita 24;39049;VIPITENO ;BZ;021115;0472774111;;roman.burger@sb-brixen.it;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041007;OSPEDALE DI BASE DI SAN CANDIDO;00773750211;Via Freising 2;39038;SAN CANDIDO ;BZ;021077;0474917111;www.sabes.it;sandir.bk@sabes.it;1;Ospedale a gestione diretta;01;01;1998;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041011;OSPEDALE DI BASE DI SILANDRO;00773750211;via Ospedale, 3;39028;SILANDRO ;BZ;021093;0473738111;http://www.asdaa.it/it/ospedali/silandro/osp-silandro.asp;dir-schl@asbmeran-o.it;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041013;MARIA Srl impresa sociale;03143310211;VIA CLAUDIA DE MEDICI, 2;39100;BOLZANO;BZ;021008;0471310600;www.marienklinik.it;info@marienklinik.it;5.1;Casa di cura privata accreditata;01;01;1948;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041014;CASA DI CURA VILLA SANT'ANNA;01272510213;Via Cavour, 58;39012;MERANO ;BZ;021051;0473236480;www.villa-santanna.it;villa.s.anna@dnet.it;5.1;Casa di cura privata accreditata;01;07;1987;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041015;CASA DI CURA BONVICINI S.R.L.;01745190213;VIA MICHAEL PACHER, 12;39100;BOLZANO;BZ;021008;0471442700;www.casadicura.gruppobonvicini.it;info@gruppobonvicini.it;5.1;Casa di cura privata accreditata;05;09;1966;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041017;MELITTAKLINIK 1;01542250210;VIA COL DI LANA, 6;39100;BOLZANO;BZ;021008;0471471471;www.villamelitta.it;info@villamelitta.it;5.1;Casa di cura privata accreditata;01;12;1994;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041026;CASA DI CURA SALUS CENTER SRL;01445100215;Via Salus 21;39010;TESIMO ;BZ;021099;0473920943;www.saluscenter.it;info@saluscenter.it;5.1;Casa di cura privata accreditata;01;01;2016;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041028;Centro di Chirurgia S.Anna;02629390218;Via Cavour, 58;39012;MERANO ;BZ;021051;0473270372;;;5.1;Casa di cura privata accreditata;19;01;2012;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041030;DOLOMITI SPORTCLINIC SRL;02691760215;VIA J.B.PURGER, 181;39046;ORTISEI;BZ;021061;0471086000;www.dolomiti-sportclinic.com;info@dolomiti-sportclinic.com;5.1;Casa di cura privata accreditata;01;01;2013;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041031;Brixsana private clinic GmbH/srl;02801350212;Julius-Durst-Straﬂe 28;39042;BRESSANONE;BZ;021011;0472824800;www.brixsana.it;info@brixsana.it;5.1;Casa di cura privata accreditata;23;05;2016;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041032;CITY CLINIC SRL;02922000217;Via Waltraud Gebert Deeg 3G;39100;BOLZANO;BZ;021008;04711551010;;info@cityclinic.it;5.1;Casa di cura privata accreditata;12;03;2018;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041033;MELITTAKLINIK 2;01542250210;VIA LAURA CONTI 2/A;39100;BOLZANO;BZ;021008;04711087000;;rupert.waldner@melittaklinik.com;5.1;Casa di cura privata accreditata;15;03;2021;;;;;;;;;;;;;;
2023;041;PROV. AUTON. BOLZANO ;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;201;041034;SANITAS BRUNICO;03076300213;VIA AHRAUE 6;39031;BRUNICO;BZ;021013;0474586366;;info@salusclinic.it;5.1;Casa di cura privata accreditata;22;11;2022;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042001;OSPEDALE DI TRENTO;01429410226;LARGO MEDAGLIE D ORO, 9;38122;TRENTO ;TN;022205;0461903015;www.apss.tn.it;mario.grattarola@apss.tn.it;1;Ospedale a gestione diretta;01;01;1988;01;PRESIDIO OSPEDALIERO S. CHIARA;01429410226;L.GO MEDAGLIE D'ORO, 9;38122;TRENTO ;TN;022205;0461903111;www.apss.tn.it;mario.grattarola@apss.tn.it;01;01;1988
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042001;OSPEDALE DI TRENTO;01429410226;LARGO MEDAGLIE D ORO, 9;38122;TRENTO ;TN;022205;0461903015;www.apss.tn.it;mario.grattarola@apss.tn.it;1;Ospedale a gestione diretta;01;01;1988;03;PRESIDIO OSPEDALIERO VILLA ROSA;01429410226;VIA SPOLVERINE, 84;38057;PERGINE VALSUGANA ;TN;022139;0461501500;www.apss.tn.it;mario.grattarola@apss.tn.it;01;01;2013
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042001;OSPEDALE DI TRENTO;01429410226;LARGO MEDAGLIE D ORO, 9;38122;TRENTO ;TN;022205;0461903015;www.apss.tn.it;mario.grattarola@apss.tn.it;1;Ospedale a gestione diretta;01;01;1988;04;PRESIDIO OSPEDALIERO VILLA IGEA;01429410226;VIA MALTA, 16;38122;TRENTO ;TN;022205;0461903111;www.apss.tn.it;mario.grattarola@apss.tn.it;01;01;2013
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042004;PRESIDIO OSPEDALIERO DI BORGO VALSUGANA;01429410226;VIALE VICENZA 9;38051;BORGO VALSUGANA;TN;022022;0461755210;www.apss.tn.it;silvia.atti@apss.tn.it;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042005;PRESIDIO OSPEDALIERO DI CLES;01429410226;VIALE DEGASPERI, 31;38023;CLES ;TN;022062;0463660226;www.apss.tn.it;armando.borghesi@apss.tn.it;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042006;OSPEDALE DI ROVERETO;01429410226;CORSO VERONA, 4;38068;ROVERETO ;TN;022161;0464403208;www.apss.tn.it;michele.sommavilla@apss.tn.it;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042007;PRESIDIO OSPEDALIERO DI TIONE;01429410226;VIA OSPEDALE, 11;38079;TIONE DI TRENTO;TN;022199;0465331256;www.apss.tn.it;luca.fabbri@apss.tn.it;1;Ospedale a gestione diretta;01;01;1988;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042010;PRESIDIO OSPEDALIERO DI ARCO;01429410226;VIA CAPITELLI, 48;38062;ARCO ;TN;022006;0464582484;www.apss.tn.it;luca.fabbri@apss.tn.it;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042014;PRESIDIO OSPEDALIERO DI CAVALESE;01429410226;VIA DOSSI 21;38033;CAVALESE ;TN;022050;0462242212;www.apss.tn.it;pierantonio.scappini@apss.tn.it;1;Ospedale a gestione diretta;01;01;1984;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042015;OSPEDALE SAN CAMILLO;01008231001;VIA PODESTA GIOVANELLI 19;38122;TRENTO ;TN;022205;0461216111;www.figliedisancamillo.it/trento;direzione.tn@figliesancamillo.it;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;01;01;1988;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042016;KOS CARE SRL - U.O. OSP. S.PANCRAZIO;01148190547;VIA D.CHIESA ,2;38062;ARCO ;TN;022006;0464586200;www.ospedalesanpancrazio.it;info@ospedalesanpancrazio.it;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042018;CASA DI CURA EREMO DI ARCO SRL;00681710224;VIA XXI APRILE, 1;38062;ARCO ;TN;022006;0464588667;www.eremoarco.it;info@eremoarco.it;5.1;Casa di cura privata accreditata;09;09;1985;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042019;CASA DI CURA REGINA;00321890220;VIA POMERIO, 2;38062;ARCO ;TN;022006;0464517525;www.reginaarco.it;risorseumane@reginaarco.it;5.1;Casa di cura privata accreditata;01;01;1984;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042020;CASA DI CURA SOLATRIX;00311150221;VIA BELLINI 11;38068;ROVERETO ;TN;022161;0464491111;www.casadicurasolatrix.it;amministrazione@casadicurasolatrix.it;5.1;Casa di cura privata accreditata;01;09;1966;;;;;;;;;;;;;;
2023;042;PROV. AUTON. TRENTO;101;TRENTO;101;042022;CASA DI CURA VILLA BIANCA;00123990228;VIA PIAVE 78;38122;TRENTO ;TN;022205;0461916000;;;5.1;Casa di cura privata accreditata;01;01;1988;;;;;;;;;;;;;;
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;501;050149;GVM CORTINA S.R.L.;02635910397;Via Codivilla, 1;32043;CORTINA D'AMPEZZO ;BL;025016;0436883111;;gvm-cortina@legalmail.it;5.1;Casa di cura privata accreditata;01;10;2019;;;;;;;;;;;;;;
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;501;050501;OSPEDALI ULSS 1 DOLOMITI;00300650256;VIA FELTRE, 57;32100;BELLUNO;BL;025006;0437516111;www.aulss1.veneto.it;direzione.generale@aulss1.veneto.it;1;Ospedale a gestione diretta;01;01;2017;01;OSPEDALE DIBELLUNO;00300650256;VIALE EUROPA 22;32100;BELLUNO;BL;025006;0437516111;www.aulss1.veneto.it;direzionemedica.bl@aulss1.veneto.it;01;01;2017
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;501;050501;OSPEDALI ULSS 1 DOLOMITI;00300650256;VIA FELTRE, 57;32100;BELLUNO;BL;025006;0437516111;www.aulss1.veneto.it;direzione.generale@aulss1.veneto.it;1;Ospedale a gestione diretta;01;01;2017;02;OSPEDALE DI AGORDO;00300650256;VIA FONTANA 36;32021;AGORDO ;BL;025001;0437645111;www.aulss1.veneto.it;direzionemedica.ag@aulss1.veneto.it;01;01;2017
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;501;050501;OSPEDALI ULSS 1 DOLOMITI;00300650256;VIA FELTRE, 57;32100;BELLUNO;BL;025006;0437516111;www.aulss1.veneto.it;direzione.generale@aulss1.veneto.it;1;Ospedale a gestione diretta;01;01;2017;03;OSPEDALE DI PIEVE DI CADORE;00300650256;VIA COGONIE 30;32044;PIEVE DI CADORE;BL;025039;04353411;www.aulss1.veneto.it;direzionemedica.pc@aulss1.veneto.it;01;01;2017
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;501;050501;OSPEDALI ULSS 1 DOLOMITI;00300650256;VIA FELTRE, 57;32100;BELLUNO;BL;025006;0437516111;www.aulss1.veneto.it;direzione.generale@aulss1.veneto.it;1;Ospedale a gestione diretta;01;01;2017;04;OSPEDALE DIFELTRE ;00300650256;VIA BAGNOLS SUR CEZE, 3;32032;FELTRE ;BL;025021;0439883111;WWW.AULSS1.VENETO.IT;direzionemedica.fe@aulss1.veneto.it;01;01;2017
2023;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;501;050501;OSPEDALI ULSS 1 DOLOMITI;00300650256;VIA FELTRE, 57;32100;BELLUNO;BL;025006;0437516111;www.aulss1.veneto.it;direzione.generale@aulss1.veneto.it;1;Ospedale a gestione diretta;01;01;2017;05;OSPEDALE DILAMON;00300650256;VIA C. G. BALIN, 10;32033;LAMON;BL;025026;0439700911;www.aulss1.veneto.it;direzionemedica.fe@aulss1.veneto.it;01;01;2017
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050072;OSPEDALE DI MOTTA DI LIVENZA;03809980265;VIA PADRE LEONARDO BELLO , 3/C;31045;MOTTA DI LIVENZA;TV;026049;0422287111;WWW.OSPEDALEMOTTA.IT;info@ospedalemotta.it;1;Ospedale a gestione diretta;01;01;2004;;;;;;;;;;;;;;
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050079;OSPEDALE CLASSIFICATO SAN CAMILLO;01008231001;VIALE VITTORIO VENETO, 18;31100;TREVISO;TV;026086;0422428269;WWW.OSPEDALESANCAMILLO.IT;segdirsan.tv@figliesancamillo.it;4;Ospedale classificato o assimilato ai sensi dell'art. 1, ultimo comma, della Legge 132/1968;01;01;1984;;;;;;;;;;;;;;
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050080;CASA DI CURA PARK VILLA NAPOLEON;00785670274;VIA TERRAGLIO 439/441;31022;PREGANZIOL;TV;026063;042293215;WWW.VILLANAPOLEON.IT;INFO@VILLANAPOLEON.IT;5.1;Casa di cura privata accreditata;03;10;1968;;;;;;;;;;;;;;
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050081;CASA DI CURA GIOVANNI XXIII;00404370264;VIA GIOVANNI XXIII, 7;31050;MONASTIER DI TREVISO;TV;026044;04228961;www.giovanni23.it;direzione.casadicura@giovanni23.it;8;Istituto qualificato presidio della U.S.L.;01;01;1972;;;;;;;;;;;;;;
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050140;IRCSS MEDEA CONEGLIANO;00307430132;VIA COSTA ALTA, 37;31015;CONEGLIANO;TV;026021;04384141;WWW.LANOSTRAFAMIGLIA.IT;polo.veneto@LANOSTRAFAMIGLIA.IT;3.2;IRCCS privato;01;01;2003;01;IRCSS MEDEA CONEGLIANO;00307430132;VIA COSTA ALTA, 37;31015;CONEGLIANO;TV;026021;04384141;WWW.LANOSTRAFAMIGLIA.IT;polo.veneto@LANOSTRAFAMIGLIA.IT;01;01;2003
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050140;IRCSS MEDEA CONEGLIANO;00307430132;VIA COSTA ALTA, 37;31015;CONEGLIANO;TV;026021;04384141;WWW.LANOSTRAFAMIGLIA.IT;polo.veneto@LANOSTRAFAMIGLIA.IT;3.2;IRCCS privato;01;01;2003;02;IRCSS MEDEA PIEVE DI SOLIGO;00307430132;VIA MONTE GRAPPA, 96;31053;PIEVE DI SOLIGO;TV;026057;04389062;WWW.LANOSTRAFAMIGLIA.IT;polo.veneto@LANOSTRAFAMIGLIA.IT;01;01;2003
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050502;OSPEDALI DI TREVISO;03084880263;VIA SANT'AMBROGIO DI FIERA, 37;31100;TREVISO;TV;026086;0422323217;www.aulss2.veneto.it;SEGDIRGENTV@AULSS2.VENETO.IT;1;Ospedale a gestione diretta;01;01;2017;01;OSPEDALE DITREVISO;03084880263;PIAZZALE OSPEDALE, 1;31100;TREVISO;TV;026086;0422322422;www.aulss2.veneto.it;segdirsanosp@aulss2.veneto.IT;01;01;2017
2023;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;502;050502;OSPEDALI DI TREVISO;03084880263;VIA SANT'AMBROGIO DI FIERA, 37;31100;TREVISO;TV;026086;0422323217;www.aulss2.veneto.it;SEGDIRGENTV@AULSS2.VENETO.IT;1;Ospedale a gestione diretta;01;01;2017;02;OSPEDALE DIODERZO ;03084880263;VIALE LUZZATTI,45;31046;ODERZO ;TV;026051;0422715206;www.aulss2.veneto.it;segdirsanosp@aulss2.veneto.IT;01;01;2017
